incident_id,category,event_count,threat_level,rank_1,rank_2,rank_3,rank_4,rank_5,finetuned_score,gpt_4o_score,gpt_4o_mini_score,qwen25_score,qwen25_3b_score,finetuned_position,gpt_4o_position,gpt_4o_mini_position,qwen25_position,qwen25_3b_position
6226ecd1-aed3-4709-894a-c85a22f768fd,Malware,27,15.36000000000001,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,9,7,8,5,3,1,3,2,4,5
56b85ca7-6c85-49ca-bd30-da193dd93cab,Normal,253,15.300000000000004,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Finetuned,Qwen2.5,3,5,7,2,4,4,2,1,5,3
c68496de-92d8-40e6-9e8d-86223681feb5,Malware,1015,15.280000000000005,GPT-4o-mini,Finetuned,Qwen2.5,Qwen2.5 3b,GPT-4o,7,1,8,4,3,2,5,1,3,4
e846baf0-aba3-4838-a6f6-0f5cae2b2b17,Malware,109,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Finetuned,Qwen2.5,5,7,8,3,6,4,2,1,5,3
453d4eb1-7fca-43ec-b1c5-c5ad2649ee9a,Malware,3502,15.640000000000004,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,Finetuned,1,7,6,4,5,5,1,2,4,3
e58728b7-199b-4636-9be1-148c043f465a,Malware,3890,15.520000000000007,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,Finetuned,1,7,6,3,4,5,1,2,4,3
d8ca5822-7e72-4f52-a816-8cca6b48f8b9,Malware,118,15.350000000000001,GPT-4o-mini,Finetuned,GPT-4o,Qwen2.5 3b,Qwen2.5,7,6,8,3,5,2,3,1,5,4
4e3342c1-dba9-46b3-8982-c20b92a35558,Malware,110,15.1,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5,Qwen2.5 3b,5,7,6,2,3,3,1,2,4,5
9fcdd530-e799-41d4-9739-1f72c9609623,Normal,559,15.200000000000008,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Finetuned,Qwen2.5,4,8,5,2,7,4,1,3,5,2
05d18eb8-03ab-498c-8900-9998f84f4bf5,Malware,32,15.35,Finetuned,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,7,6,2,4,1,2,3,5,4
11f7ab24-7da5-461f-a313-344e58898652,Malware,107,15.100000000000001,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Finetuned,Qwen2.5,4,7,5,3,6,4,1,3,5,2
4430ab67-9bae-43fb-91c5-e19a7252449d,Malware,109,15.100000000000001,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,8,5,6,2,4,1,3,2,5,4
0806745d-3432-4eea-8fcd-a530c20c9692,Malware,56,15.100000000000001,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 3b,Qwen2.5,5,6,7,2,3,3,2,1,5,4
e928cd8d-29a5-4fd4-b962-c5206e2fbe85,Malware,110,15.35,Finetuned,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,5,3,4,1,2,3,5,4
95f582f2-da1b-450f-abe9-956edd19bd02,Malware,3190,15.560000000000006,Finetuned,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,9,4,7,2,5,1,4,2,5,3
79fb5f38-b296-4179-818d-9adb544eff8d,Malware,110,15.100000000000001,GPT-4o-mini,Finetuned,GPT-4o,Qwen2.5 3b,Qwen2.5,7,6,8,3,4,2,3,1,5,4
1d4ee1b3-df0f-4483-886e-ab8b5ffca477,Malware,116,15.350000000000001,,,,,,,,,,,,,,,
617235b1-5405-4e15-9e75-f4a7cba9709a,Malware,2597,15.120000000000005,,,,,,,,,,,,,,,
4760a65d-4bcf-41a0-bbd0-6f152e7e35cc,Malware,738,15.000000000000005,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,8,5,6,2,4,1,3,2,5,4
c3e68e76-b677-41b1-a5bd-feee09f84f6d,Malware,107,15.100000000000001,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5,Qwen2.5 3b,6,7,8,5,3,3,2,1,4,5
7f80b9a3-c669-4426-98c6-b130cfb3b870,Malware,126,15.15,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,Finetuned,GPT-4o,4,1,7,5,6,4,5,1,3,2
4b94a9b5-4592-44d5-81f0-1061600d3f37,Malware,582,15.000000000000004,,,,,,,,,,,,,,,
a6e6b930-2108-4658-8a90-c0d9fa412a0c,Malware,2993,15.560000000000006,Finetuned,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,5,3,4,1,2,3,5,4
224ea713-ce58-466d-9203-fb56d8ed73a7,Malware,3094,15.520000000000005,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,Finetuned,1,4,6,3,5,5,3,1,4,2
a0ebea77-e762-4fb3-a073-c5bbf8b27dac,Malware,121,15.100000000000001,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,9,7,8,4,5,1,3,2,5,4
efe03ed3-56c9-4957-93af-00f46441c183,Malware,103,15.100000000000001,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Finetuned,Qwen2.5,3,7,6,2,5,4,1,3,5,2
6bab1fcf-ee2c-4c76-ae7f-ddb10ef6e55b,Malware,34,15.35,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 3b,Qwen2.5,5,7,6,2,3,3,1,2,5,4
0b076a5f-202f-4c98-ba8d-4f3593115ca8,Malware,1108,15.080000000000005,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,8,6,7,2,4,1,3,2,5,4
c8dfa1e3-cebe-43f1-bb7b-81a37b926bc9,Malware,724,15.640000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,Finetuned,2,6,7,3,4,5,2,1,4,3
7eab1c37-40a5-42bb-878c-9c07208fc638,Malware,34,15.1,Finetuned,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,8,7,6,3,4,1,2,3,4,5
a1d37f98-a126-49fe-b390-a2a73b742002,Malware,103,15.1,Finetuned,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,7,1,6,4,5,1,5,2,4,3
ef52f7ae-6801-4a04-8d2d-6e4bd36c3cf7,Malware,103,15.100000000000001,GPT-4o,Finetuned,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,8,9,5,3,6,2,1,4,5,3
96d02c32-6ee7-4fed-9f0f-63c2b6810c09,Malware,24,15.36000000000001,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,8,5,6,3,2,1,3,2,4,5
9594d3ea-5e98-4afd-8498-f308a0efae0c,Malware,62,15.100000000000001,Qwen2.5 3b,Qwen2.5,GPT-4o-mini,Finetuned,GPT-4o,4,1,5,7,8,4,5,3,2,1
2940aa5b-a888-4cde-ae3c-f152edf2e68a,Malware,4274,15.040000000000003,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,Finetuned,1,7,8,4,3,5,2,1,3,4
0ea7243f-b12f-405d-8e45-e9aa5a864fca,Malware,3688,15.040000000000003,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,Finetuned,4,6,7,5,8,5,3,2,4,1
46d6022c-b2f0-48b6-aedb-07b43f3020ad,Normal,552,15.200000000000008,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 3b,Qwen2.5,4,6,7,2,3,3,2,1,5,4
47eaa1c7-39f0-4d2a-a27e-d29c06d27214,Malware,479,15.080000000000004,Finetuned,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,9,7,6,3,8,1,3,4,5,2
77ce3bc8-37bf-4851-98c6-e2d2d76b5415,Malware,118,15.350000000000001,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,9,8,8,2,4,1,3,2,5,4
083bbd14-3eb6-4af6-98a6-c30c2145d7a9,Malware,45,15.100000000000001,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Finetuned,Qwen2.5,4,8,5,3,7,4,1,3,5,2
d03bd66c-094b-4d84-8e45-1b3fba56aae9,Malware,29,15.36000000000001,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 3b,Qwen2.5,4,9,7,2,3,3,1,2,5,4
05d41bc8-f429-41ae-a45f-334de54e2ed0,Malware,122,15.350000000000001,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,Finetuned,3,7,8,6,5,5,2,1,3,4
b8365211-4a0e-4c7a-83ae-88034e47e540,Malware,112,15.100000000000001,Finetuned,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,7,5,4,2,6,1,3,4,5,2
4ad1c0a4-5684-409c-81c1-f2e8a8261830,Malware,32,15.100000000000001,GPT-4o,Finetuned,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,6,8,5,2,4,2,1,3,5,4
