incident_id,category,event_count,threat_level,rank_1,rank_2,rank_3,rank_4,rank_5,finetuned_cause_score,gpt_4o_cause_score,gpt_4o_mini_cause_score,qwen25_15b_cause_score,qwen25_3b_cause_score,finetuned_risk_score,gpt_4o_risk_score,gpt_4o_mini_risk_score,qwen25_15b_risk_score,qwen25_3b_risk_score,finetuned_position,gpt_4o_position,gpt_4o_mini_position,qwen25_15b_position,qwen25_3b_position
0806745d-3432-4eea-8fcd-a530c20c9692,Malware,56,15.100000000000001,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 1.5B,Qwen2.5 3B,17,20,23,10,7,14,16,14,8,11,3,2,1,4,5
e928cd8d-29a5-4fd4-b962-c5206e2fbe85,Malware,110,15.35,GPT-4o,Finetuned,GPT-4o-mini,Qwen2.5 1.5B,Qwen2.5 3B,23,19,17,9,11,12,17,12,17,13,2,1,3,4,5
95f582f2-da1b-450f-abe9-956edd19bd02,Malware,3190,15.560000000000006,GPT-4o,Finetuned,GPT-4o-mini,Qwen2.5 3B,Qwen2.5 1.5B,17,20,13,7,11,16,18,15,9,12,2,1,3,5,4
79fb5f38-b296-4179-818d-9adb544eff8d,Malware,110,15.100000000000001,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 1.5B,Qwen2.5 3B,13,22,18,15,8,14,15,13,11,10,3,1,2,4,5
1d4ee1b3-df0f-4483-886e-ab8b5ffca477,Malware,116,15.350000000000001,Finetuned,GPT-4o,GPT-4o-mini,Qwen2.5 3B,Qwen2.5 1.5B,18,15,17,10,9,14,15,12,10,12,1,2,3,5,4
617235b1-5405-4e15-9e75-f4a7cba9709a,Malware,2597,15.120000000000005,GPT-4o,Finetuned,GPT-4o-mini,Qwen2.5 3B,Qwen2.5 1.5B,14,16,15,8,9,16,20,12,3,16,2,1,3,5,4
4760a65d-4bcf-41a0-bbd0-6f152e7e35cc,Malware,738,15.000000000000005,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,16,20,18,5,12,15,18,15,9,14,3,1,2,5,4
c3e68e76-b677-41b1-a5bd-feee09f84f6d,Malware,107,15.100000000000001,GPT-4o,Qwen2.5 3B,GPT-4o-mini,Finetuned,Qwen2.5 1.5B,13,23,17,9,16,11,12,13,7,17,4,1,3,5,2
7f80b9a3-c669-4426-98c6-b130cfb3b870,Malware,126,15.15,Qwen2.5 3B,GPT-4o,Qwen2.5 1.5B,Finetuned,GPT-4o-mini,19,23,13,14,19,10,10,13,15,19,4,2,5,3,1
4b94a9b5-4592-44d5-81f0-1061600d3f37,Malware,582,15.000000000000004,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3B,Qwen2.5 1.5B,19,15,14,9,12,14,14,16,10,13,1,3,2,5,4
a6e6b930-2108-4658-8a90-c0d9fa412a0c,Malware,2993,15.560000000000006,Finetuned,GPT-4o,GPT-4o-mini,Qwen2.5 3B,Qwen2.5 1.5B,16,14,13,5,9,16,17,15,9,14,1,2,3,5,4
224ea713-ce58-466d-9203-fb56d8ed73a7,Malware,3094,15.520000000000005,GPT-4o,GPT-4o-mini,Qwen2.5 3B,Qwen2.5 1.5B,Finetuned,0,17,14,6,13,3,14,13,10,12,5,1,2,4,3
a0ebea77-e762-4fb3-a073-c5bbf8b27dac,Malware,121,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 1.5B,Finetuned,Qwen2.5 3B,17,19,19,12,9,14,17,17,20,15,4,2,1,3,5
efe03ed3-56c9-4957-93af-00f46441c183,Malware,103,15.100000000000001,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,17,15,23,16,9,17,20,16,7,17,3,2,1,5,4
6bab1fcf-ee2c-4c76-ae7f-ddb10ef6e55b,Malware,34,15.35,GPT-4o-mini,Qwen2.5 1.5B,GPT-4o,Finetuned,Qwen2.5 3B,11,15,19,15,7,11,13,16,17,10,4,3,1,2,5
0b076a5f-202f-4c98-ba8d-4f3593115ca8,Malware,1108,15.080000000000005,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,16,23,19,8,13,11,14,9,5,10,3,1,2,5,4
c8dfa1e3-cebe-43f1-bb7b-81a37b926bc9,Malware,724,15.640000000000006,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,15,18,20,12,10,13,14,15,8,13,3,2,1,5,4
7eab1c37-40a5-42bb-878c-9c07208fc638,Malware,34,15.1,GPT-4o-mini,GPT-4o,Qwen2.5 3B,Finetuned,Qwen2.5 1.5B,17,20,21,8,12,14,17,16,12,21,4,2,1,5,3
a1d37f98-a126-49fe-b390-a2a73b742002,Malware,103,15.1,Finetuned,GPT-4o-mini,GPT-4o,Qwen2.5 3B,Qwen2.5 1.5B,22,15,19,11,9,13,15,14,12,17,1,3,2,5,4
ef52f7ae-6801-4a04-8d2d-6e4bd36c3cf7,Malware,103,15.100000000000001,GPT-4o,Finetuned,GPT-4o-mini,Qwen2.5 1.5B,Qwen2.5 3B,18,23,17,15,7,13,16,12,9,13,2,1,3,4,5
96d02c32-6ee7-4fed-9f0f-63c2b6810c09,Malware,24,15.36000000000001,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,17,20,23,6,14,10,15,18,14,7,3,2,1,5,4
9594d3ea-5e98-4afd-8498-f308a0efae0c,Malware,62,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3B,Finetuned,Qwen2.5 1.5B,13,23,15,7,19,13,18,15,9,11,4,1,2,5,3
2940aa5b-a888-4cde-ae3c-f152edf2e68a,Malware,4274,15.040000000000003,GPT-4o-mini,GPT-4o,Qwen2.5 3B,Qwen2.5 1.5B,Finetuned,0,23,23,14,6,3,18,20,3,15,5,2,1,4,3
0ea7243f-b12f-405d-8e45-e9aa5a864fca,Malware,3688,15.040000000000003,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,17,21,14,10,11,17,18,20,7,14,3,1,2,5,4
46d6022c-b2f0-48b6-aedb-07b43f3020ad,Normal,552,15.200000000000008,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 1.5B,Qwen2.5 3B,15,17,12,13,5,8,21,12,7,11,3,1,2,4,5
47eaa1c7-39f0-4d2a-a27e-d29c06d27214,Malware,479,15.080000000000004,GPT-4o,Qwen2.5 3B,Finetuned,GPT-4o-mini,Qwen2.5 1.5B,18,24,20,11,16,15,10,12,7,17,3,1,4,5,2
77ce3bc8-37bf-4851-98c6-e2d2d76b5415,Malware,118,15.350000000000001,GPT-4o,Finetuned,Qwen2.5 1.5B,GPT-4o-mini,Qwen2.5 3B,20,23,18,14,7,13,14,13,18,10,2,1,4,3,5
083bbd14-3eb6-4af6-98a6-c30c2145d7a9,Malware,45,15.100000000000001,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 1.5B,Qwen2.5 3B,15,24,20,8,9,16,19,15,12,11,3,1,2,4,5
d03bd66c-094b-4d84-8e45-1b3fba56aae9,Malware,29,15.36000000000001,GPT-4o-mini,Finetuned,GPT-4o,Qwen2.5 1.5B,Qwen2.5 3B,17,16,24,11,7,15,12,19,6,8,2,3,1,4,5
05d41bc8-f429-41ae-a45f-334de54e2ed0,Malware,122,15.350000000000001,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 1.5B,Qwen2.5 3B,17,23,20,15,6,16,21,14,16,14,3,1,2,4,5
b8365211-4a0e-4c7a-83ae-88034e47e540,Malware,112,15.100000000000001,GPT-4o,GPT-4o-mini,Finetuned,Qwen2.5 3B,Qwen2.5 1.5B,17,22,16,12,11,16,20,17,7,16,3,1,2,5,4
4ad1c0a4-5684-409c-81c1-f2e8a8261830,Malware,32,15.100000000000001,GPT-4o-mini,GPT-4o,Finetuned,Qwen2.5 1.5B,Qwen2.5 3B,17,14,22,13,10,12,15,11,9,10,3,2,1,4,5
